,label,location,tweet_text
984,,Buffalo NY,why is it always that rich married guys who have unprotected sex with porn stars want to restrict laws
985,1,tampa fl,no body has right to tell woman what to do with her body no one like but its no one decision but that woman
986,1,,no universal healthcare saves lives banning entirely only ensures more births
987,,"Arlington Heights, IL",it is but this feels like equivocating is fundamentally different from every other issue
988,1,Miami baby,making illegal does not stop from happening it just open doors for back alley #marchforlife
989,,"Washington, DC",will you march so that becomes unthinkable-mancini emphatic yes from crowd
990,1,Ethiopia,if men could get pregnant there would be clinics on every street corner #marchforlife
991,,,in th month he's an idiot that's full term birth
992,1,,if you're anti-abortion but pro-death penalty you're not pro-life you're just pro-birth and hypocrite
993,0,,thank you for promoting truth - that is not good thing
994,1,"Washington, DC",mens opinions on further iterate their desire to control women who own ultimate means of production
995,,"Illinois, USA",what even is on demand
996,,"Scarsdale, NY",#marchforlife really needs to know medical definition of it would make big difference
997,,"Folsom, CA",poster of grisly pic with caption donald trump paid my mommy to murder me
998,1,,you dont like then you don't like all that bible says stop moralizng we will never rescind our right
999,0,America,everyone for is not christian
1000,1,nicole • 19 • ⚢ • she/her,people should be able to get an whenever they want pre-fetal viability
1001,0,"Treasure Island, Florida",they are laser focused on human rights and protection of women who have been harmed by
1002,1,right near the beach,evangelical anti-abortion people- wouldn't that baby go to heaven
1003,0,mississippi,pro choice should start with what method of birth control you will use is not birth control
1004,,United States,its partial birth dear
1005,0,"New Jersey, USA",million lives lost to since #whywemarch
1006,,"Provo, UT",probably meant aborted instead of born since context is late term
1007,,THE HOOSIER STATE.            I Support The Freedom Caucus                                    -I Want @tedcruz to be the first Hispanic President:),is pro
1008,,Los Angeles,master was frigid and half dead inherent vice was an but phantom thread is v v v good emotional rich
1009,1,"Madison, WI",commenters who think ending legal will end are hilariously deluded keep fighting good fight naral
1010,,,neither is being anti-gun and pro
1011,,"Elkhart, IN",because of rape is miniscule percentage of them can you agree that all others are bad
1012,0,"Georgia, USA",is murder
1013,,"Alabama, USA",have you ever had to pay for an just curious considering you seduce strippers
1014,0,"Mobile, AL",just an observation if you are vegan due to concerns of animal death and are pro advocate you have confused me considerably
1015,,,will will disagree on that one hillary did does agree with late term
1016,0,,there are so much contraception options now is and should not be birth control
1017,,,not pro life anti probirth but after youre born right drops you like used condom
1018,0,,but pro-choice is not correct term either as they have shown no respect for women whose choice was not
1019,0,,funny how you stand for children and you are for
1020,0,United States,activists are anti-science #marchforlife
1021,,,haha bet that formerly pro choice trump mightve made woman get an
1022,0,Massachusettes USA,weeks neck must be broken to kill child in late term
1023,,San Francisco,trump in front of white house lying his ass off about he knows we can look this shit up right
1024,1,Droitwich,women should have free choice to choose to keep it or have not forced to keep foetus
1025,1,,up to certain point having an is not killing an innocent
1026,1,,if you think is wrong dont have one
1027,1,,we need to make vasectomies mandatory for all unmarried males once married free reversal much easier surgery than #marchforlife
1028,0,,as population control measure is
1029,,"England, United Kingdom",why did he want marla maples to get an then try bit research before you pout your crap
1030,1,Arizona,they wear their anti-abortion stance as fig leaf
1031,,Peoples Republic of Washington,they oppose any and all regulations against including late term
1032,0,,we must overturn roe v wade and make illegal and punishable #marchforlife
1033,,singapore ,think only trump can go to pro-lifer event and end up advocating #surreal
1034,,,susan sarandon's puy is too dried up for an that heffa only cares for rich people stanky biotch
1035,1,"Berkeley, CA",its fetus its not life until birth if you dont want an dont get one
1036,,,lol trump give me break you know he had more then one he's way to cheap to pay child support
1037,,United States,these #marchforlife people sure seem to support this of an administration
1038,,,trump at #marchforlife im so anti-abortion i didnt even abort donald trump jr
1039,0,"Cleveland, Ohio USA🇺🇸",is an abhorrent action
1040,,,he meant to say
1041,1,,anti-abortion until they need one
1042,,New York,did he pay for yr old he raped to get an just asking
1043,1,,on demand at no cost ill settle for no less thank you
1044,0,"Ohio, USA/ San Luis Mexico",is murder #marchforlife
1045,,"San Francisco, CA",msnbc am trump addresses anti-abortion event as shutdown nears trump admin unveils new conscience protect ions for health
1046,,"Washington, DC, USA",but i will bet you every penny of his claimed net worth that if he knocked up porn star tomorrow she'd have an
1047,,Northeast USA,trump claiming to be against is laughable
1048,,,hint video i just retweeted is fucking insanewings you are definition of financial
1049,0,Fredericton,for some people is all that matters they will vote for an evil person if he plans to end
1050,,New Jersey,trumps mother should have had an
1051,,Portland,liberals accused of mixed messages on clause in canada summer jobs program
1052,,The City,likes they use it as tool to get their gullible base to polls
1053,1,United Kingdom,they are all anti until their mistress gets knocked up or their daughter is up spout by black guy
1054,0,,end #daca #releasethememo ban
1055,0,,no to all of that except last one i do support bill ending with exceptions for rape and medical reasons
1056,,,rachel question are you for in certain cases and if you are could you explain thanks much
